,Наименование,Тип жилья,Общая площадь,Жилая площадь,Площадь кухни,Высота потолков,Санузел,Ремонт,Год постройки,Мусоропровод,Тип дома,Тип перекрытий,Подъезды,Отопление,Аварийность,Этаж,Адрес,Цена,Балкон/лоджия,Вид из окон,Количество лифтов,Парковка,Газоснабжение,Строительная серия
1140,1-комн. квартира,Вторичка,"41,2",27,9,"2,7 м",1 совмещенный,Без ремонта,2023,,Кирпичный,,,,,4 из 4,"Нижегородская область, Нижний Новгород, р-н Приокский, мкр. Дубенки, Шатковская ул., 24На карте",4 330 000 ₽,1 балкон,На улицу,,Наземная,,
1141,3-комн. квартира,Вторичка,"51,8",38,6,,1 совмещенный,Без ремонта,1959,,Кирпичный,Железобетонные,2,Центральное,Нет,2 из 2,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Сортировочный, ул. Металлистов, 4На карте",4 300 000 ₽,1 балкон,,,,Центральное,
1142,1-комн. квартира,Вторичка,"33,3",17,8,"2,5 м",1 совмещенный,,1975,Да,Панельный,Железобетонные,4,Центральное,Нет,1 из 9,"Нижегородская область, Нижний Новгород, р-н Сормовский, мкр. Центр Сормова, ул. Исполкома, 4На карте",4 300 000 ₽,,,1 пассажирский,,Центральное,
1143,1-комн. квартира,Вторичка,30,"17,3",6,"2,5 м",1 совмещенный,Косметический,1971,,Кирпичный,Железобетонные,6,Центральное,Нет,4 из 6,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Володарского, ул. Обухова, 20На карте",4 300 000 ₽,1 балкон,Во двор,,,Центральное,
1144,1-комн. квартира,Вторичка,"31,3","17,4","6,7",,1 совмещенный,Косметический,1969,Да,Кирпичный,Железобетонные,4,Центральное,Нет,5 из 5,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Нагорный, ул. Богородского, 15к2На карте",4 300 000 ₽,1 балкон,,,,Центральное,1-447
1145,1-комн. квартира,Вторичка,33,17,8,,1 совмещенный,Косметический,1986,Да,Панельный,Железобетонные,4,Центральное,Нет,9 из 9,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Верхние Печеры, Верхне-Печерская ул., 5На карте",4 300 000 ₽,1 балкон,,1 пассажирский,,Центральное,
1146,2-комн. квартира,Вторичка,"41,7","25,1","5,7",,1 раздельный,Косметический,1974,,Панельный,Железобетонные,6,Центральное,Нет,5 из 5,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Северный, ул. Мельникова, 26На карте",4 300 000 ₽,1 балкон,,,,Центральное,1-464А
1147,1-комн. квартира,Вторичка,"25,4",16,4,,1 раздельный,Косметический,1969,,Кирпичный,Железобетонные,3,Центральное,Нет,2 из 5,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Высоково, ул. Бориса Панина, 19На карте",4 300 000 ₽,,,,,Центральное,
1148,2-комн. квартира,Вторичка,"48,3","31,5","5,7","2,6 м",1 раздельный,Без ремонта,1968,,Кирпичный,Железобетонные,4,Центральное,Нет,5 из 5,"Нижегородская область, Нижний Новгород, р-н Приокский, мкр. Щербинки, ул. Кащенко, 19На карте",4 300 000 ₽,1 балкон,Во двор,,,Центральное,
1149,3-комн. квартира,Вторичка,"50,7",34,"5,5",,1 совмещенный,,1981,,Панельный,Железобетонные,4,Центральное,Нет,2 из 5,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Агрокомбинат Горьковский, Тепличная ул., 8На карте",4 300 000 ₽,1 балкон,,,,Центральное,
1150,1-комн. квартира,Вторичка,33,20,6,"2,5 м",1 совмещенный,Евроремонт,1963,,Панельный,Железобетонные,4,Центральное,Нет,3 из 5,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Автозавод, ул. Веденяпина, 6АНа карте",4 300 000 ₽,1 балкон,Во двор,,Наземная,Центральное,1-464А
1151,1-комн. квартира,Вторичка,30,16,6,"2,5 м",1 совмещенный,Без ремонта,1971,,Кирпичный,Железобетонные,6,Центральное,Нет,4 из 6,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Володарского, ул. Обухова, 20На карте",4 300 000 ₽,1 балкон,На улицу,,Наземная,Центральное,
1152,1-комн. квартира,Вторичка,31,"17,6","5,5",,,Косметический,1962,,Кирпичный,Железобетонные,4,Центральное,Нет,4 из 5,"Нижегородская область, Нижний Новгород, р-н Ленинский, мкр. Молитовка, просп. Ленина, 10На карте",4 300 000 ₽,1 балкон,,,,Центральное,
1153,Студия,Вторичка,"25,3","13,4","6,9",,1 совмещенный,Евроремонт,2023,,Монолитный,,,,,4 из 11,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Кузнечиха, Новая Кузнечиха жилой комплекс, 7На картеГорьковская8 мин.",4 330 000 ₽,,Во двор,1 грузовой,Наземная,,
1154,2-комн. квартира,Вторичка,"41,7",27,"5,6","2,5 м",1 совмещенный,Без ремонта,1961,Нет,,Нет информации,4,Центральное,Нет,1 из 5,"Нижегородская область, Нижний Новгород, р-н Ленинский, мкр. Двигатель Революции, Таганская ул., 3АНа карте",4 300 000 ₽,,Во двор,,,Центральное,
1155,1-комн. квартира,Вторичка,33,19,"7,2",,1 совмещенный,Без ремонта,1976,Да,Кирпичный,Железобетонные,1,Центральное,Нет,4 из 9,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. улица Бекетова, ул. Пушкина, 23На карте",4 300 000 ₽,1 лоджия,,1 пассажирский,,Центральное,
1156,2-комн. квартира,Вторичка,"45,1","28,1",5,"2,58 м",1 совмещенный,Дизайнерский,1964,,Кирпичный,Железобетонные,3,Центральное,Нет,1 из 4,"Нижегородская область, Нижний Новгород, р-н Сормовский, мкр. Светлоярский, ул. Мокроусова, 2На картеБуревестник8 мин.",4 300 000 ₽,,Во двор,,,Центральное,
1157,3-комн. квартира,Вторичка,"42,1",27,6,,1 совмещенный,Косметический,1962,,Кирпичный,Железобетонные,2,Центральное,Нет,1 из 3,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Сортировочный, ул. Лесной городок, 27На карте",4 300 000 ₽,,,,,Центральное,
1158,1-комн. квартира,Вторичка,36,18,"9,5",,1 совмещенный,Косметический,1995,,Панельный,Железобетонные,4,Центральное,Нет,1 из 10,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Соцгород, ул. Красных Партизан, 16На карте",4 320 000 ₽,1 балкон,,,,,1-464
1159,3-комн. квартира,Вторичка,48,30,9,,,Косметический,1917,,Кирпичный,Деревянные,2,Котел/Квартирное отопление,Нет,2 из 2,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Канавино, ул. Алеши Пешкова, 30На карте",4 300 000 ₽,,,,,Центральное,
1160,2-комн. квартира,Вторичка,44,32,5,,1 совмещенный,Косметический,1963,,Кирпичный,Железобетонные,2,Центральное,Нет,2 из 4,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Сортировочный, Путейская ул., 47На карте",4 300 000 ₽,1 балкон,,,,Центральное,
1161,2-комн. квартира,Вторичка,52,"29,5",8,"2,5 м",1 раздельный,Косметический,1992,,Панельный,Железобетонные,6,Центральное,Нет,6 из 9,"Нижегородская область, Нижний Новгород, р-н Сормовский, мкр. поселок Новый, ул. Федосеенко, 88На карте",4 300 000 ₽,2 балкона,На улицу и двор,1 пассажирский,,Центральное,
1162,2-комн. квартира,Вторичка,"39,1","23,2","7,7",,1 совмещенный,Косметический,2012,,Блочный,Железобетонные,2,Котел/Квартирное отопление,Нет,1 из 3,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Мостоотряд, Живописная ул., 2На карте",4 300 000 ₽,1 лоджия,,,,Центральное,
1163,2-комн. квартира,Вторичка,"44,3",33,"5,5",,1 совмещенный,Косметический,1969,,Панельный,Железобетонные,4,Центральное,Нет,5 из 5,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Соцгород, ул. Раевского, 7На карте",4 300 000 ₽,1 балкон,,,,Центральное,
1164,2-комн. квартира,Вторичка,42,"27,5",6,,1 раздельный,Косметический,1975,,,Нет информации,1,Центральное,Нет,7 из 9,"Нижегородская область, Нижний Новгород, р-н Ленинский, мкр. Карповка, ул. Героя Попова, 11На карте",4 300 000 ₽,1 лоджия,,1 пассажирский,,Центральное,
1165,1-комн. квартира,Вторичка,"33,5","17,6","10,6",,,Косметический,1980,,,Нет информации,4,Центральное,Нет,1 из 9,"Нижегородская область, Нижний Новгород, р-н Ленинский, мкр. Молитовка, ул. Адмирала Макарова, 1На карте",4 350 000 ₽,,,1 пассажирский,,Центральное,
1166,1-комн. квартира,Вторичка,"31,9","15,8","8,2","2,5 м",1 совмещенный,Косметический,2017,,,Нет информации,2,Нет информации,Нет,10 из 10,"Нижегородская область, Нижний Новгород, р-н Сормовский, просп. Кораблестроителей, 74к2На картеБуревестник12 мин.Бурнаковская15 мин.Канавинская15 мин.",4 350 000 ₽,1 лоджия,Во двор,1 пассажирский,Наземная,,
1167,3-комн. квартира,Вторичка,"77,9","50,3","10,2",,1 раздельный,Без ремонта,1952,,Кирпичный,Нет информации,2,Центральное,Нет,1 из 3,"Нижегородская область, Нижний Новгород, р-н Сормовский, мкр. Володарский, ул. Героя Советского Союза Сутырина, 6На карте",4 399 000 ₽,,,,,Центральное,
1168,2-комн. квартира,Вторичка,44,"28,6","5,5",,1 совмещенный,Косметический,1965,,Панельный,Железобетонные,4,Центральное,Нет,4 из 5,"Нижегородская область, Нижний Новгород, р-н Ленинский, мкр. Ипподромный, Снежная ул., 31На карте",4 350 000 ₽,1 балкон,,,,Центральное,1-464А
1169,2-комн. квартира,Вторичка,"45,4","30,7","5,2",,1 совмещенный,Без ремонта,1964,,Панельный,Железобетонные,4,Центральное,Нет,1 из 5,"Нижегородская область, Нижний Новгород, р-н Сормовский, мкр. Дарьино, Большевистская ул., 2На карте",4 350 000 ₽,,Во двор,,,Центральное,
1170,1-комн. квартира,Вторичка,"33,9","17,2","7,6",,1 раздельный,Косметический,1989,,Панельный,Железобетонные,1,Центральное,Нет,1 из 9,"Нижегородская область, Нижний Новгород, р-н Сормовский, мкр. Центр Сормова, ул. Дмитрия Павлова, 2На карте",4 360 000 ₽,1 балкон,,1 пассажирский,,Центральное,
1171,1-комн. квартира,Вторичка,"36,3",16,9,,,Косметический,1984,,Кирпичный,Железобетонные,1,Центральное,Нет,1 из 12,"Нижегородская область, Нижний Новгород, р-н Сормовский, мкр. 5-6-7 Сормова, ул. Героев космоса, 2На карте",4 350 000 ₽,,,1 пассажирский,,,
1172,3-комн. квартира,Вторичка,"83,9","55,1","10,2",3 м,1 раздельный,Без ремонта,1953,Нет,Кирпичный,Железобетонные,2,Центральное,Нет,2 из 2,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Сортировочный, Таллинская ул., 7На карте",4 350 000 ₽,,На улицу и двор,,,Центральное,
1173,2-комн. квартира,Вторичка,"41,9","26,2","6,6","2,7 м",1 совмещенный,Без ремонта,1963,,Кирпичный,Железобетонные,3,Центральное,Нет,4 из 4,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. улица Бекетова, ул. Бекетова, 57На карте",4 370 000 ₽,1 балкон,На улицу и двор,,Наземная,Центральное,
1174,1-комн. квартира,Вторичка,"38,7",20,9,,2 раздельных,Косметический,1986,Да,,Нет информации,2,Центральное,Нет,9 из 9,"Нижегородская область, Нижний Новгород, р-н Ленинский, мкр. Молитовка, ул. Даргомыжского, 11На карте",4 350 000 ₽,,,1 пассажирский,,Центральное,
1175,2-комн. квартира,Вторичка,"43,1","28,5","5,6","2,5 м",1 совмещенный,Без ремонта,1962,,Панельный,Железобетонные,4,Центральное,Нет,4 из 5,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Автозавод, ул. Лескова, 48На карте",4 350 000 ₽,1 балкон,На улицу,,Наземная,Центральное,
1176,2-комн. квартира,Вторичка,45,30,6,,,Косметический,1961,,Панельный,Железобетонные,4,Центральное,Нет,5 из 5,"Нижегородская область, Нижний Новгород, р-н Сормовский, мкр. Центр Сормова, Юбилейный бул., 11На карте",4 350 000 ₽,1 балкон,,,,Центральное,
1177,Студия,Вторичка,"21,5","11,5",5,"2,7 м",1 совмещенный,Косметический,2023,,Кирпичный,,,,,7 из 17,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Подновье, ул. Родионова, 202/2На карте",4 350 000 ₽,1 лоджия,,1 пассажирский,Наземная,,
1178,1-комн. квартира,Вторичка,33,"17,5","8,1",,1 совмещенный,Без ремонта,1982,,,Нет информации,6,Центральное,Нет,8 из 9,"Нижегородская область, Нижний Новгород, р-н Ленинский, мкр. Молитовка, ул. Адмирала Макарова, 4На карте",4 350 000 ₽,1 лоджия,,1 пассажирский,,Центральное,
1179,1-комн. квартира,Вторичка,31,"17,9","6,5",,1 совмещенный,Косметический,1985,,Кирпичный,Железобетонные,1,Центральное,Нет,9 из 9,"Нижегородская область, Нижний Новгород, р-н Приокский, мкр. Суриковский, Гжатская ул., 6На карте",4 350 000 ₽,1 лоджия,,1 пассажирский,,Центральное,
1180,1-комн. квартира,Вторичка,"29,9",13,"8,3","2,5 м",1 совмещенный,Косметический,1985,,Кирпичный,Железобетонные,1,Центральное,Нет,5 из 14,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Верхние Печеры, ул. Германа Лопатина, 10/1На карте",4 350 000 ₽,1 лоджия,Во двор,"1 пассажирский, 1 грузовой",Наземная,Центральное,
1181,2-комн. квартира,Вторичка,"37,2","26,2","4,4","2,6 м",1 совмещенный,Евроремонт,1962,,Кирпичный,Железобетонные,2,Центральное,Нет,3 из 3,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Высоково, ул. Бориса Панина, 12АНа карте",4 400 000 ₽,,На улицу,,Наземная,Центральное,
1182,3-комн. квартира,Вторичка,"49,7","34,1","5,6","2,5 м",1 раздельный,Без ремонта,1972,Да,,Нет информации,6,Центральное,Нет,1 из 5,"Нижегородская область, Нижний Новгород, р-н Ленинский, мкр. Карповка, ул. Героя Попова, 3На карте",4 400 000 ₽,,,,,Центральное,
1183,2-комн. квартира,Вторичка,"44,6",21,"5,6","2,5 м",,Без ремонта,1963,,Кирпичный,Железобетонные,4,Центральное,Нет,3 из 5,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Соцгород, Молодежный просп., 42На карте",4 400 000 ₽,,Во двор,,,Центральное,1-447
1184,Студия,Вторичка,"18,9",6,"4,5","2,6 м",1 совмещенный,Евроремонт,2023,,Монолитный,,,,,9 из 11,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Кузнечиха, ул. Новокузнечихинская, 4На картеГорьковская13 мин.Автозаводская18 мин.Московская18 мин.",4 400 000 ₽,1 лоджия,На улицу,"1 пассажирский, 1 грузовой",Наземная,,
1185,2-комн. квартира,Вторичка,46,"27,7","5,5",,1 совмещенный,Косметический,1961,,Кирпичный,Железобетонные,4,Центральное,Нет,3 из 5,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Автозавод, ул. Героя Юрия Смирнова, 49На карте",4 400 000 ₽,1 балкон,,,,Центральное,1-447
1186,2-комн. квартира,Вторичка,"41,1","30,3","5,5","2,74 м",1 совмещенный,Косметический,1960,,Кирпичный,Железобетонные,2,Центральное,Нет,1 из 3,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. улица Бекетова, ул. Бекетова, 49На карте",4 444 443 ₽,,,,,Центральное,
1187,3-комн. квартира,Вторичка,"69,6","45,8","8,8",,1 раздельный,,1982,Да,Панельный,Железобетонные,6,Центральное,Нет,5 из 5,"Нижегородская область, Нижний Новгород, Кудьма поселок, ул. Пушкина, 22На карте",4 400 000 ₽,2 балкона,,1 пассажирский,,Центральное,
1188,1-комн. квартира,Вторичка,35,"17,2","8,3",,1 совмещенный,Косметический,1985,Да,Панельный,Железобетонные,10,Центральное,Нет,9 из 9,"Нижегородская область, Нижний Новгород, р-н Приокский, мкр. Щербинки, ул. 40 лет Победы, 1На карте",4 400 000 ₽,1 балкон,,1 пассажирский,,Центральное,
1189,2-комн. квартира,Вторичка,"42,5","29,9","5,7",,1 совмещенный,,1963,,Кирпичный,Железобетонные,3,Центральное,Нет,1 из 5,"Нижегородская область, Нижний Новгород, р-н Ленинский, мкр. Двигатель Революции, ул. Космонавта Комарова, 19АНа карте",4 400 000 ₽,,,,,Центральное,
1190,2-комн. квартира,Вторичка,"45,1","28,8","5,8",,1 раздельный,Косметический,1970,,Панельный,Железобетонные,6,Центральное,Нет,4 из 5,"Нижегородская область, Нижний Новгород, р-н Сормовский, мкр. Светлоярский, ул. Станиславского, 42На карте",4 400 000 ₽,1 балкон,На улицу и двор,,Наземная,Центральное,
1191,1-комн. квартира,Вторичка,"37,4","17,5",8,"2,6 м",1 раздельный,Косметический,2003,,Панельный,Железобетонные,2,Центральное,Нет,1 из 9,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Соцгород, просп. Ильича, 43к1На карте",4 410 000 ₽,1 лоджия,На улицу и двор,1 грузовой,Наземная,,
1192,2-комн. квартира,Вторичка,"44,7",30,6,"2,45 м",1 совмещенный,Косметический,1962,,Кирпичный,Железобетонные,2,Центральное,Нет,1 из 3,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. улица Бекетова, ул. Бекетова, 47АНа карте",4 400 000 ₽,,Во двор,,,Центральное,
1193,1-комн. квартира,Вторичка,"30,7","19,1",6,,1 совмещенный,Косметический,1967,,Кирпичный,Железобетонные,8,Центральное,Нет,3 из 5,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Ярмарка, Совнаркомовская ул., 30На карте",4 400 000 ₽,,,,,Центральное,
1194,2-комн. квартира,Вторичка,"44,2","30,6","4,5",3 м,1 раздельный,Косметический,1930,,Кирпичный,Деревянные,3,Центральное,Нет,4 из 4,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Соцгород, Молодежный просп., 22На карте",4 400 000 ₽,,На улицу,,Наземная,Центральное,Индивидуальный проект
1195,3-комн. квартира,Вторичка,"59,5","41,3","5,9",,1 раздельный,Без ремонта,1974,,Кирпичный,Железобетонные,6,Центральное,Нет,5 из 5,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Мостоотряд, 29На карте",4 400 000 ₽,1 балкон,,,,Центральное,1-447
1196,2-комн. квартира,Вторичка,42,"25,8",6,,1 совмещенный,Косметический,1966,,,Нет информации,4,Центральное,Нет,1 из 5,"Нижегородская область, Нижний Новгород, р-н Ленинский, мкр. Карповка, ул. Героя Попова, 35к1На карте",4 400 000 ₽,,,,,Центральное,
1197,1-комн. квартира,Вторичка,"33,2",18,6,,,Косметический,1972,,Кирпичный,Железобетонные,3,Центральное,Нет,6 из 9,"Нижегородская область, Нижний Новгород, р-н Сормовский, мкр. Центр Сормова, ул. Культуры, 12На карте",4 400 000 ₽,,,1 пассажирский,,Центральное,
1198,1-комн. квартира,Вторичка,"38,3",20,"7,2",,1 совмещенный,Без ремонта,1993,,Кирпичный,Железобетонные,6,Центральное,Нет,5 из 5,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Гордеевский, Гордеевская ул., 28На карте",4 400 000 ₽,1 балкон,,,,Центральное,
1199,2-комн. квартира,Вторичка,"50,9","28,6","8,4",,1 раздельный,,1993,,Кирпичный,Железобетонные,2,Центральное,Нет,2 из 5,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Сортировочный, Путейская ул., 39На карте",4 400 000 ₽,1 лоджия,,,,Центральное,
1200,3-комн. квартира,Вторичка,"42,5","29,9","5,7",,1 совмещенный,,1963,,Кирпичный,Железобетонные,3,Центральное,Нет,1 из 5,"Нижегородская область, Нижний Новгород, р-н Ленинский, мкр. Двигатель Революции, ул. Космонавта Комарова, 19АНа карте",4 400 000 ₽,,,,,Центральное,
1201,2-комн. квартира,Вторичка,"43,6","27,6","7,1",,1 раздельный,Косметический,1974,,Панельный,Железобетонные,2,Центральное,Нет,2 из 9,"Нижегородская область, Нижний Новгород, р-н Сормовский, мкр. 5-6-7 Сормова, ул. Гаугеля, 27На картеБуревестник10 мин.Бурнаковская12 мин.Московская22 мин.",4 400 000 ₽,1 лоджия,Во двор,1 пассажирский,,Центральное,1-464А
1202,1-комн. квартира,Вторичка,"31,1","10,1","12,3",,1 совмещенный,Косметический,1961,,Блочный,Железобетонные,4,Центральное,Нет,4 из 5,"Нижегородская область, Нижний Новгород, р-н Приокский, мкр. Суриковский, ул. Сурикова, 1На карте",4 400 000 ₽,,,,,Центральное,
1203,2-комн. квартира,Вторичка,"38,2","27,7","5,1",,1 совмещенный,Косметический,1959,,Кирпичный,Железобетонные,2,Центральное,Нет,2 из 3,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. улица Бекетова, ул. Бекетова, 47На карте",4 400 000 ₽,,,,,Центральное,
1204,1-комн. квартира,Вторичка,35,17,"7,7",,1 раздельный,Косметический,1989,,Панельный,Железобетонные,1,Центральное,Нет,4 из 9,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. 15-й квартал, Авангардная ул., 20На карте",4 400 000 ₽,1 лоджия,,1 пассажирский,,Центральное,
1205,2-комн. квартира,Вторичка,"43,8",,"8,5",,1 раздельный,Без ремонта,1989,,Кирпичный,Железобетонные,1,Центральное,Нет,1 из 9,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Северный, ул. Героя Советского Союза Васильева, 7На карте",4 400 000 ₽,1 балкон,,"1 пассажирский, 1 грузовой",,Центральное,
1206,1-комн. квартира,Вторичка,"36,3",17,9,,1 раздельный,Косметический,1984,,Кирпичный,Железобетонные,1,Центральное,Нет,1 из 12,"Нижегородская область, Нижний Новгород, р-н Сормовский, мкр. 5-6-7 Сормова, ул. Героев космоса, 2На карте",4 400 000 ₽,,,1 пассажирский,,,
1207,1-комн. квартира,Вторичка,"36,8",16,14,"2,5 м",1 совмещенный,Евроремонт,1966,,Кирпичный,Железобетонные,1,Центральное,Нет,6 из 9,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Автозавод, ул. Веденяпина, 10На карте",4 450 000 ₽,1 балкон,На улицу и двор,,Наземная,Центральное,
1208,2-комн. квартира,Вторичка,"44,4","27,2",6,,1 раздельный,Евроремонт,1970,,Кирпичный,Железобетонные,4,Центральное,Нет,5 из 5,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Сортировочный, Архангельская ул., 5На карте",4 470 000 ₽,1 балкон,На улицу,,,Центральное,
1209,2-комн. квартира,Вторичка,50,"34,4","5,7","2,6 м",1 раздельный,Косметический,1972,,,Железобетонные,4,Центральное,Нет,4 из 5,"Нижегородская область, Нижний Новгород, р-н Сормовский, мкр. 5-6-7 Сормова, ул. Баренца, 14На карте",4 490 000 ₽,1 балкон,Во двор,,Наземная,Центральное,
1210,3-комн. квартира,Вторичка,59,43,"5,7",,,Косметический,1967,,Кирпичный,Железобетонные,4,Центральное,Нет,1 из 5,"Нижегородская область, Нижний Новгород, р-н Московский, мкр. Авиационный, Московское ш., 221На карте",4 450 000 ₽,1 лоджия,,,,Центральное,
1211,1-комн. квартира,Вторичка,32,"19,1",6,,1 совмещенный,Без ремонта,1960,,Кирпичный,Железобетонные,2,Центральное,Нет,5 из 5,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. улица Бекетова, просп. Гагарина, 32На карте",4 490 000 ₽,,,,,Центральное,
1212,1-комн. квартира,Вторичка,"30,1",17,"5,5",,1 совмещенный,Без ремонта,1960,,Кирпичный,Железобетонные,4,Центральное,Нет,5 из 5,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. проспект Гагарина, просп. Гагарина, 18На карте",4 490 000 ₽,,,,,Центральное,
1213,2-комн. квартира,Вторичка,"51,1","29,8","7,6",,1 раздельный,Косметический,1999,,Панельный,Железобетонные,7,Центральное,Нет,4 из 5,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Агрокомбинат Горьковский, Тепличная ул., 9На карте",4 470 000 ₽,1 лоджия,,,,Центральное,
1214,2-комн. квартира,Вторичка,"45,5","29,2",6,"2,5 м",1 совмещенный,Евроремонт,1961,,Кирпичный,Железобетонные,4,Центральное,Нет,1 из 5,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Автозавод, ул. Героя Советского Союза Прыгунова, 1На картеПарк культуры9 мин.Кировская3 мин.Комсомольская4 мин.",4 490 000 ₽,,,,,Центральное,1-447
1215,2-комн. квартира,Вторичка,"42,8","29,6",6,,,Косметический,1965,,Кирпичный,Железобетонные,6,Центральное,Нет,3 из 5,"Нижегородская область, Нижний Новгород, р-н Московский, мкр. Авиационный, ул. Чаадаева, 34На карте",4 450 000 ₽,1 балкон,,,,Центральное,1-447
1216,1-комн. квартира,Вторичка,"34,5","20,4","7,3",,,,2013,,,Железобетонные,2,Котел/Квартирное отопление,Нет,3 из 3,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Мостоотряд, Палисадная ул., 3На карте",4 450 000 ₽,1 балкон,,,,Центральное,
1217,2-комн. квартира,Вторичка,"41,2","27,3","5,6","2,5 м",1 раздельный,Косметический,1966,,Кирпичный,Железобетонные,6,Центральное,Нет,1 из 5,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Соцгород, бул. Виктора Коноваленко, 2На картеПарк культуры15 мин.",4 450 000 ₽,,На улицу,,,Центральное,1-447
1218,2-комн. квартира,Вторичка,"38,6",24,6,,1 раздельный,Косметический,1971,,Панельный,Железобетонные,6,Центральное,Нет,1 из 5,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. 6, 6-й микрорайон, 7АНа карте",4 450 000 ₽,,,,,Центральное,1-464А
1219,2-комн. квартира,Вторичка,42,"25,8","5,9",,1 совмещенный,Косметический,1973,,Кирпичный,Железобетонные,2,Центральное,Нет,1 из 9,"Нижегородская область, Нижний Новгород, р-н Московский, мкр. Красные зори, ул. Героя Рябцева, 12На карте",4 499 000 ₽,1 лоджия,,1 пассажирский,,Центральное,1-447
1220,1-комн. квартира,Вторичка,"30,1","18,1","5,5",,,Без ремонта,1965,,Кирпичный,Железобетонные,2,Центральное,Нет,4 из 5,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Центр, Ильинская ул., 162На карте",4 500 000 ₽,1 балкон,,,,Центральное,
1221,1-комн. квартира,Вторичка,"41,1",18,10,"2,7 м",1 совмещенный,Без ремонта,2023,,Кирпичный,,,,,1 из 3,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Лапшиха, Агрономическая ул., 39На карте",4 500 000 ₽,,На улицу,,Наземная,,
1222,1-комн. квартира,Вторичка,21,11,5,"2,5 м",1 совмещенный,Косметический,1978,,Кирпичный,Железобетонные,1,Центральное,Нет,2 из 9,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Высоково, ул. Белинского, 87На карте",4 500 000 ₽,1 балкон,На улицу,1 пассажирский,Наземная,Центральное,
1223,1-комн. квартира,Вторичка,32,"16,5",8,,,Косметический,2016,,Панельный,Железобетонные,3,Центральное,Нет,8 из 10,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Мончегорский, ул. Мончегорская, 12к2На карте",4 500 000 ₽,1 лоджия,,1 пассажирский,,,
1224,2-комн. квартира,Вторичка,"42,6","26,8","6,2",,1 совмещенный,Косметический,1980,,Кирпичный,Железобетонные,1,Центральное,Нет,1 из 9,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Сортировочный, Гороховецкая ул., 54АНа карте",4 500 000 ₽,1 балкон,,1 пассажирский,,Центральное,
1225,2-комн. квартира,Вторичка,"44,5",29,6,,1 раздельный,Косметический,1976,,Кирпичный,Железобетонные,6,Центральное,Нет,2 из 5,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Сортировочный, Камчатский пер., 7На карте",4 500 000 ₽,1 балкон,,,,Центральное,
